# CoCo3 OS-9 PER-FILE INVENTORY -- harness/tools/game_manifest.py --os9
# ★ sha256 is of the FILE CONTENT read out of the image. Content only: no AGI
# resource is decoded, and no game byte is stored here -- only its digest.
#
image	file	kind	size	actual	sha256	short
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	toc.txt	host	84	84	2c06a8c965c2392eafc6d4aa46bbb29caa5d700295489b836f416a4c0d2c3902	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	viewDir	agi	768	768	8fcd2421e65ef2c99f4350b5bd9d1468e5b9a4a24a67dd28656edddb13ca35a6	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	vol.1	agi	68833	68833	e44b3751ac0f003985b297a91695d75b63d774d70761e27c0e50e1d3cba43537	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	vol.2	agi	182480	182480	ef1d28124c5a40f914b01f8669bdaa01195ae166a108e8ac7682aabe817f0355	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	vol.3	agi	113712	113712	115b73922201735301b9b1a1fa9416cba4c4bb905d408355e35f40ce6889f8b9	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	vol.4	agi	182000	182000	6cdcd4883d422323c4ea4b94fe3e6b69720be23f7974184b14dfc5c5c2c812f9	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	vol.5	agi	135750	135750	799e7ba051e7075926dbd364d52e3124a53d226e9de990a241ec4edcda364216	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	vol.6	agi	183229	183229	681cd9ef5bf1026264fd4b0306d8f92f4b1bab5790b06f54b8df6ff429dc7500	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	vol.9	agi	33073	33073	48283801d2a81799f6b9c30c6ec4ea4abb0a7e5b0ad0ecea96cce1407f75566d	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Drivewire/kq6-dw.dsk	words.tok	agi	6147	6147	d51ea4f4c26882c34006de7dac7e603d29ca101686a0316f3f20e5e46928fe43	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	logDir	agi	768	768	ca02a25872bd89b371001eafd853ea0de5956f289b0a32e105f1ec60c772949d	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	object	agi	885	885	5ee7471d1824034db2f6f7c6038f2e9d6c725656c48934660ecdc30c9a462428	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	OS9Boot	host	22704	22704	8bc559aaf1394e303447d59a303d0d52c8bfaa797797146c1e689766cd4092b0	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	picDir	agi	768	768	769f6eaa8649f7219a582255b54228f51c2885a6263abbfe15b242768fad5218	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	sndDir	agi	768	768	2ebb9e9d6c894df4967361aebb57311df5017995fac6c969613b38ccbfc02a73	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	toc	host	39	39	1b6739a4759d15ca383a1821a3349a362150cc7513202e224ee3f79077ec6ae8	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	toc.txt	host	84	84	3e47888078be191aabae8061b05d6d87bf1f28e59e70a4a1b96f66556a9fa80e	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	viewDir	agi	768	768	8fcd2421e65ef2c99f4350b5bd9d1468e5b9a4a24a67dd28656edddb13ca35a6	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	vol.1	agi	68833	68833	e44b3751ac0f003985b297a91695d75b63d774d70761e27c0e50e1d3cba43537	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-1.dsk	words.tok	agi	6147	6147	d51ea4f4c26882c34006de7dac7e603d29ca101686a0316f3f20e5e46928fe43	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-2.dsk	object	agi	885	885	5ee7471d1824034db2f6f7c6038f2e9d6c725656c48934660ecdc30c9a462428	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-2.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-2.dsk	vol.2	agi	182480	182480	ef1d28124c5a40f914b01f8669bdaa01195ae166a108e8ac7682aabe817f0355	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-2.dsk	vol.9	agi	33073	33073	48283801d2a81799f6b9c30c6ec4ea4abb0a7e5b0ad0ecea96cce1407f75566d	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-3.dsk	object	agi	885	885	5ee7471d1824034db2f6f7c6038f2e9d6c725656c48934660ecdc30c9a462428	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-3.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-3.dsk	vol.3	agi	113712	113712	115b73922201735301b9b1a1fa9416cba4c4bb905d408355e35f40ce6889f8b9	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-4.dsk	object	agi	885	885	5ee7471d1824034db2f6f7c6038f2e9d6c725656c48934660ecdc30c9a462428	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-4.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-4.dsk	vol.4	agi	182000	182000	6cdcd4883d422323c4ea4b94fe3e6b69720be23f7974184b14dfc5c5c2c812f9	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-5.dsk	object	agi	885	885	5ee7471d1824034db2f6f7c6038f2e9d6c725656c48934660ecdc30c9a462428	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-5.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-5.dsk	vol.5	agi	135750	135750	799e7ba051e7075926dbd364d52e3124a53d226e9de990a241ec4edcda364216	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-6.dsk	object	agi	885	885	5ee7471d1824034db2f6f7c6038f2e9d6c725656c48934660ecdc30c9a462428	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-6.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-6.dsk	vol.6	agi	183229	183229	681cd9ef5bf1026264fd4b0306d8f92f4b1bab5790b06f54b8df6ff429dc7500	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 360K/kq6-6.dsk	vol.9	agi	33073	33073	48283801d2a81799f6b9c30c6ec4ea4abb0a7e5b0ad0ecea96cce1407f75566d	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	logDir	agi	768	768	ca02a25872bd89b371001eafd853ea0de5956f289b0a32e105f1ec60c772949d	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	object	agi	885	885	5ee7471d1824034db2f6f7c6038f2e9d6c725656c48934660ecdc30c9a462428	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	OS9Boot	host	22704	22704	16027d66ae3191eaedb5321bdfc92d463380dc0bda5245ad9111ebd1297ea720	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	picDir	agi	768	768	769f6eaa8649f7219a582255b54228f51c2885a6263abbfe15b242768fad5218	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	sndDir	agi	768	768	2ebb9e9d6c894df4967361aebb57311df5017995fac6c969613b38ccbfc02a73	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	toc	host	39	39	09a72df871d4dc672cbea98f022bdadb70f3f44e38387357821bd85cd796bfa4	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	toc.txt	host	84	84	a5b39cdcbde3ad4b7cbd7f85c52bbc511f52ef29918a2d48d495902d13c8b351	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	viewDir	agi	768	768	8fcd2421e65ef2c99f4350b5bd9d1468e5b9a4a24a67dd28656edddb13ca35a6	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	vol.1	agi	68833	68833	e44b3751ac0f003985b297a91695d75b63d774d70761e27c0e50e1d3cba43537	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	vol.2	agi	182480	182480	ef1d28124c5a40f914b01f8669bdaa01195ae166a108e8ac7682aabe817f0355	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	vol.3	agi	113712	113712	115b73922201735301b9b1a1fa9416cba4c4bb905d408355e35f40ce6889f8b9	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	vol.9	agi	33073	33073	48283801d2a81799f6b9c30c6ec4ea4abb0a7e5b0ad0ecea96cce1407f75566d	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-1.dsk	words.tok	agi	6147	6147	d51ea4f4c26882c34006de7dac7e603d29ca101686a0316f3f20e5e46928fe43	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-2.dsk	object	agi	885	885	5ee7471d1824034db2f6f7c6038f2e9d6c725656c48934660ecdc30c9a462428	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-2.dsk	vol.0	agi	139825	139825	4743b7071f54ef17174c3dc48a4aa7fe917a677f40aaa37ce82b4d67758de233	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-2.dsk	vol.4	agi	182000	182000	6cdcd4883d422323c4ea4b94fe3e6b69720be23f7974184b14dfc5c5c2c812f9	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-2.dsk	vol.5	agi	135750	135750	799e7ba051e7075926dbd364d52e3124a53d226e9de990a241ec4edcda364216	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-2.dsk	vol.6	agi	183229	183229	681cd9ef5bf1026264fd4b0306d8f92f4b1bab5790b06f54b8df6ff429dc7500	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Floppy 720K/kq6-2.dsk	vol.9	agi	33073	33073	48283801d2a81799f6b9c30c6ec4ea4abb0a7e5b0ad0ecea96cce1407f75566d	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Savegames/kq6sg-1.dsk	kq6sg.1	other	2834	2834	559e5fe118b6741efcbcced0a6601b3f13fd98702596b05ce7cc3dad60027682	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Savegames/kq6sg-1.dsk	kq6sg.10	other	2837	2837	0f5d736d8de44eae6c8034314d633973a3141f304aef20f33efaea4a404356b6	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Savegames/kq6sg-1.dsk	kq6sg.11	other	2834	2834	1d0d9de31f5c559423ab17a7e70d59661fd27ba249e4e1a2624c1590079a91f0	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Savegames/kq6sg-1.dsk	kq6sg.12	other	2834	2834	da750c7922fe86678c618e95cd1882a7534428ea5b9c8f59f029c2b2eb94a1fc	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Savegames/kq6sg-1.dsk	kq6sg.2	other	2834	2834	ec03abefddbd2c42daba174c25ec83f64ecbcd7ac5686af06eec04312f3b33ea	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Savegames/kq6sg-1.dsk	kq6sg.3	other	2834	2834	7454b56b982a7dc42cef951f85be0a20af972e2dd94e10ecd1f23038d4e00902	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Savegames/kq6sg-1.dsk	kq6sg.4	other	2837	2837	a18332b5be48823b0e03f08587cd96d4c07272df9ca91a72260ad1baeea6f7e1	0
King's Quest VI AGI (Brandon Kouri) (OS-9) (Coco 3)/Savegames/kq6sg-1.dsk	kq6sg.5	other	2834	2834	d3b9cbe31292ee33381b0f86c4c4e724d2c2284854e9456c2f27d2104b69d70a	0
